Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,DOI,Link,Abstract,Document Type,Source,Relevant,Region,Country,Habitat,Family,Genus species,Sex,ITD,Eusociality,Nesting,Lecty,Metric,N,distance_type,Distance,SD,SE,CI_95,Foraging trips cease (km),Communication ceases (km),Notes,follow_up
"Carvell C., Jordan W.C., Bourke A.F.G., Pickles R., Redhead J.W., Heard M.S.",Molecular and spatial analyses reveal links between colony-specific foraging distance and landscape-level resource availability in two bumblebee species,2012,Oikos,121,5,,734,742,,10.1111/j.1600-0706.2011.19832.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859706074&doi=10.1111%2fj.1600-0706.2011.19832.x&partnerID=40&md5=2384c3cd24eeb197d31a27db06a42e54,"Foraging distance is a key determinant of colony survival and pollination potential in bumblebees Bombus spp. However this aspect of bumblebee ecology is poorly understood because of the difficulty in locating colonies of these central place foragers. Here, we used a combination of molecular microsatellite analyses, remote sensing and spatial analyses using kernel density estimates to estimate nest location and foraging distances for a large number of wild colonies of two species, and related these to the distribution of foraging habitats across an experimentally manipulated landscape. Mean foraging distances were 755 m for Bombus lapidarius and 775 m for B. pascuorum (using our most conservative estimation method). Colony-specific foraging distances of both species varied with landscape structure, decreasing as the proportion of foraging habitats increased. This is the first time that foraging distance in wild bumblebees has been shown to vary with resource availability. Our method offers a means of estimating foraging distances in social insects, and informs the scale of management required to conserve bumblebee populations and enhance their pollination services across different landscapes. Â© 2011 The Authors. Oikos Â© 2011 Nordic Society Oikos.",Article,Scopus,yes,Europe,England,Agriculture,Apidae,Bombus pascuorum,Female,,Social,,Polylectic,molecular,45,Max,1597,,,,,,,
"Carvell C., Jordan W.C., Bourke A.F.G., Pickles R., Redhead J.W., Heard M.S.",Molecular and spatial analyses reveal links between colony-specific foraging distance and landscape-level resource availability in two bumblebee species,2012,Oikos,121,5,,734,742,,10.1111/j.1600-0706.2011.19832.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859706074&doi=10.1111%2fj.1600-0706.2011.19832.x&partnerID=40&md5=2384c3cd24eeb197d31a27db06a42e54,"Foraging distance is a key determinant of colony survival and pollination potential in bumblebees Bombus spp. However this aspect of bumblebee ecology is poorly understood because of the difficulty in locating colonies of these central place foragers. Here, we used a combination of molecular microsatellite analyses, remote sensing and spatial analyses using kernel density estimates to estimate nest location and foraging distances for a large number of wild colonies of two species, and related these to the distribution of foraging habitats across an experimentally manipulated landscape. Mean foraging distances were 755 m for Bombus lapidarius and 775 m for B. pascuorum (using our most conservative estimation method). Colony-specific foraging distances of both species varied with landscape structure, decreasing as the proportion of foraging habitats increased. This is the first time that foraging distance in wild bumblebees has been shown to vary with resource availability. Our method offers a means of estimating foraging distances in social insects, and informs the scale of management required to conserve bumblebee populations and enhance their pollination services across different landscapes. Â© 2011 The Authors. Oikos Â© 2011 Nordic Society Oikos.",Article,Scopus,yes,Europe,England,Agriculture,Apidae,Bombus pascuorum,Female,,Social,,Polylectic,molecular,45,Mean,775,,65.6,,,,,
Chapman et al. (2003),,2003,,,,,,,,,,,,GZ,,Europe,UK,urban,Apidae,Bombus pascuorum,Female,,Social,,Polylectic,molecular,96,Max,720,,,,,Min max,yes_pdf,
Chapman et al. (2003),,2003,,,,,,,,,,,,GZ,,Europe,UK,urban,Apidae,Bombus pascuorum,Female,,Social,,Polylectic,molecular,96,Max,3200,,,,,Max max,yes_pdf,
Chapman et al. (2003),,2003,,,,,,,,,,,,GZ,,Europe,UK,urban,Apidae,Bombus pascuorum,Female,,Social,,Polylectic,molecular,96,Median,510,,,,,Min median - only range provided,yes_pdf,
Chapman et al. (2003),,2003,,,,,,,,,,,,GZ,,Europe,UK,urban,Apidae,Bombus pascuorum,Female,,Social,,Polylectic,molecular,96,Median,2300,,,,,Max median,yes_pdf,
Chapman et al. (2003),,2003,,,,,,,,,,,,GZ,,Europe,UK,urban,Apidae,Bombus terrestris,Female,,Social,,Polylectic,molecular,66,Max,870,,,,,Min max,yes_pdf,
Chapman et al. (2003),,2003,,,,,,,,,,,,GZ,,Europe,UK,urban,Apidae,Bombus terrestris,Female,,Social,,Polylectic,molecular,66,Max,3900,,,,,Max max,yes_pdf,
Chapman et al. (2003),,2003,,,,,,,,,,,,GZ,,Europe,UK,urban,Apidae,Bombus terrestris,Female,,Social,,Polylectic,molecular,66,Median,620,,,,,Min median,yes_pdf,
Chapman et al. (2003),,2003,,,,,,,,,,,,GZ,,Europe,UK,urban,Apidae,Bombus terrestris,Female,,Social,,Polylectic,molecular,66,Median,2800,,,,,Max median,yes_pdf,
"Charman T.G., Sears J., Green R.E., Bourke A.F.G.","Conservation genetics, foraging distance and nest density of the scarce Great Yellow Bumblebee (Bombus distinguendus)",2010,Molecular Ecology,19,13,,2661,2674,,10.1111/j.1365-294X.2010.04697.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954291802&doi=10.1111%2fj.1365-294X.2010.04697.x&partnerID=40&md5=f4edc252eca489fd226054f6e73547f5,"The conservation genetics of bees is of particular interest because many bee species are in decline, so jeopardizing the essential ecosystem service of plant pollination that they provide. In addition, as social haplodiploids, inbred bees may be vulnerable to the extra genetic load represented by the production of sterile diploid males. Using microsatellite markers, we investigated the genetic structure of populations of the Great Yellow Bumblebee (Bombus distinguendus Morawitz) in the UK, where this species has undergone a precipitous decline. By means of a mixture of analytical methods and simulation, we also extended - and then applied - genetic methods for estimating foraging distance and nest density in wild bees. B. distinguendus populations were characterized by low expected heterozygosity and allelic richness, inbreeding coefficients not significantly different from zero, absence of detected diploid males, absence of substantial demographic bottlenecking, and population substructuring at large (c. 100+ km) but not small (10s of km) spatial scales. The minimum average effective population size at our sampling sites was low (c. 25). In coastal grassland (machair), the estimated modal foraging distance of workers was 391 m, with 95% of foraging activity occurring within 955 m of the nest, and estimated nest density was 19.3 nests km-2. These findings show that B. distinguendus exhibits some genetic features of scarce, declining or fragmented populations. Moreover, B. distinguendus workers appear to forage over above-average distances and nests remain thinly distributed even in current strongholds. These considerations should inform future conservation actions for this and similar species. Â© 2010 Blackwell Publishing Ltd.",Article,Scopus,yes,Europe,Scotland,natural,Apidae,Bombus distinguendus,Female,,Social,,Polylectic,molecular,,max_95,955,,,,,,,
"Charman T.G., Sears J., Green R.E., Bourke A.F.G.","Conservation genetics, foraging distance and nest density of the scarce Great Yellow Bumblebee (Bombus distinguendus)",2010,Molecular Ecology,19,13,,2661,2674,,10.1111/j.1365-294X.2010.04697.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954291802&doi=10.1111%2fj.1365-294X.2010.04697.x&partnerID=40&md5=f4edc252eca489fd226054f6e73547f5,"The conservation genetics of bees is of particular interest because many bee species are in decline, so jeopardizing the essential ecosystem service of plant pollination that they provide. In addition, as social haplodiploids, inbred bees may be vulnerable to the extra genetic load represented by the production of sterile diploid males. Using microsatellite markers, we investigated the genetic structure of populations of the Great Yellow Bumblebee (Bombus distinguendus Morawitz) in the UK, where this species has undergone a precipitous decline. By means of a mixture of analytical methods and simulation, we also extended - and then applied - genetic methods for estimating foraging distance and nest density in wild bees. B. distinguendus populations were characterized by low expected heterozygosity and allelic richness, inbreeding coefficients not significantly different from zero, absence of detected diploid males, absence of substantial demographic bottlenecking, and population substructuring at large (c. 100+ km) but not small (10s of km) spatial scales. The minimum average effective population size at our sampling sites was low (c. 25). In coastal grassland (machair), the estimated modal foraging distance of workers was 391 m, with 95% of foraging activity occurring within 955 m of the nest, and estimated nest density was 19.3 nests km-2. These findings show that B. distinguendus exhibits some genetic features of scarce, declining or fragmented populations. Moreover, B. distinguendus workers appear to forage over above-average distances and nests remain thinly distributed even in current strongholds. These considerations should inform future conservation actions for this and similar species. Â© 2010 Blackwell Publishing Ltd.",Article,Scopus,yes,Europe,Scotland,natural,Apidae,Bombus distinguendus,Female,,Social,,Polylectic,molecular,,Mode,391,,,,,,,
Chmurzynski et al. (1998),,1998,,,,,,,,,,,,GZ,,Europe,Poland,forest,Melittidae,Dasypoda altercator,Female,2.9,,,,homing,30,Max,4000,,,,,Verified in text,yes_pdf,
Chmurzynski et al. (1998),,1998,,,,,,,,,,,,GZ,,Europe,Poland,forest,Melittidae,Dasypoda altercator,Female,2.9,,,,homing,30,Mean,1700,,,,,Greenleaf - logistic regression,yes_pdf,
"Connop S., Hill T., Steer J., Shaw P.",Microsatellite analysis reveals the spatial dynamics of Bombus humilis and Bombus sylvarum,2011,Insect Conservation and Diversity,4,3,,212,221,,10.1111/j.1752-4598.2010.00116.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960489638&doi=10.1111%2fj.1752-4598.2010.00116.x&partnerID=40&md5=07c9f433f53e8fb214a5b5cd685c4eb0,"1.Substantial reductions in the distributional ranges of several species of bumblebee have been recorded in the UK. Loss and fragmentation of suitable foraging and nesting habitat to agricultural intensification is thought to be the main driving force behind declines. 2.Limited knowledge of species ecology means that effective conservation management prescriptions cannot be put into place. 3.Here we investigated the spatial dynamics of two UK Biodiversity Action Plan bumblebee species, Bombus sylvarum and Bombus humilis. For the first time, microsatellite DNA analysis was used to estimate foraging distances in rare bumblebees. 4.Sisterhoods were identified between bees sampled at discrete forage patches within a fragmented landscape. Using these sisterhoods, minimum estimates of maximum and mean foraging distances were calculated from distances separating sister bees. 5.Minimum mean foraging distances were calculated as 475Â±97m for B. humilis and 231Â±58m for B. sylvarum. Mean distances were significantly greater for B. humilis than B. sylvarum (P<0.001). 6.The differences between the spatial scales that the species were recorded over highlighted a need for further research into the spatial dynamics of rare and more ubiquitous foraging bumblebees. Â© 2010 Dr Stuart Connop. Insect Conservation and Diversity Â© 2010 The Royal Entomological Society.",Article,Scopus,yes,Europe,England,Seminatural,Apidae,Bombus humilis,Female,,Social,,Polylectic,molecular,55,Max,2530,,,,,,,
"Connop S., Hill T., Steer J., Shaw P.",Microsatellite analysis reveals the spatial dynamics of Bombus humilis and Bombus sylvarum,2011,Insect Conservation and Diversity,4,3,,212,221,,10.1111/j.1752-4598.2010.00116.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960489638&doi=10.1111%2fj.1752-4598.2010.00116.x&partnerID=40&md5=07c9f433f53e8fb214a5b5cd685c4eb0,"1.Substantial reductions in the distributional ranges of several species of bumblebee have been recorded in the UK. Loss and fragmentation of suitable foraging and nesting habitat to agricultural intensification is thought to be the main driving force behind declines. 2.Limited knowledge of species ecology means that effective conservation management prescriptions cannot be put into place. 3.Here we investigated the spatial dynamics of two UK Biodiversity Action Plan bumblebee species, Bombus sylvarum and Bombus humilis. For the first time, microsatellite DNA analysis was used to estimate foraging distances in rare bumblebees. 4.Sisterhoods were identified between bees sampled at discrete forage patches within a fragmented landscape. Using these sisterhoods, minimum estimates of maximum and mean foraging distances were calculated from distances separating sister bees. 5.Minimum mean foraging distances were calculated as 475Â±97m for B. humilis and 231Â±58m for B. sylvarum. Mean distances were significantly greater for B. humilis than B. sylvarum (P<0.001). 6.The differences between the spatial scales that the species were recorded over highlighted a need for further research into the spatial dynamics of rare and more ubiquitous foraging bumblebees. Â© 2010 Dr Stuart Connop. Insect Conservation and Diversity Â© 2010 The Royal Entomological Society.",Article,Scopus,yes,Europe,England,Seminatural,Apidae,Bombus humilis,Female,,Social,,Polylectic,molecular,55,Mean,475,,,,,,,
"Connop S., Hill T., Steer J., Shaw P.",Microsatellite analysis reveals the spatial dynamics of Bombus humilis and Bombus sylvarum,2011,Insect Conservation and Diversity,4,3,,212,221,,10.1111/j.1752-4598.2010.00116.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960489638&doi=10.1111%2fj.1752-4598.2010.00116.x&partnerID=40&md5=07c9f433f53e8fb214a5b5cd685c4eb0,"1.Substantial reductions in the distributional ranges of several species of bumblebee have been recorded in the UK. Loss and fragmentation of suitable foraging and nesting habitat to agricultural intensification is thought to be the main driving force behind declines. 2.Limited knowledge of species ecology means that effective conservation management prescriptions cannot be put into place. 3.Here we investigated the spatial dynamics of two UK Biodiversity Action Plan bumblebee species, Bombus sylvarum and Bombus humilis. For the first time, microsatellite DNA analysis was used to estimate foraging distances in rare bumblebees. 4.Sisterhoods were identified between bees sampled at discrete forage patches within a fragmented landscape. Using these sisterhoods, minimum estimates of maximum and mean foraging distances were calculated from distances separating sister bees. 5.Minimum mean foraging distances were calculated as 475Â±97m for B. humilis and 231Â±58m for B. sylvarum. Mean distances were significantly greater for B. humilis than B. sylvarum (P<0.001). 6.The differences between the spatial scales that the species were recorded over highlighted a need for further research into the spatial dynamics of rare and more ubiquitous foraging bumblebees. Â© 2010 Dr Stuart Connop. Insect Conservation and Diversity Â© 2010 The Royal Entomological Society.",Article,Scopus,yes,Europe,England,Seminatural,Apidae,Bombus sylvarum,Female,,Social,,Polylectic,molecular,94,Max,2280,,,,,,,
